rainfall_1h,rainfall_3h,rainfall_6h,rainfall_24h,forecast_rain_3h,forecast_rain_6h,soil_moisture,soil_saturation,water_level,water_level_rise_rate,incoming_flow,elevation,slope,flow_accumulation,storage_remaining,historical_flood_frequency,target_flood_1h,target_flood_3h,target_flood_6h,prob_groundtruth_1h,prob_groundtruth_3h,prob_groundtruth_6h
0.5,3.71,4.79,7.77,0.13,1.88,26.09,33.61,6.72,-0.263,12317.0,92.5,0.85,180133.0,75.0,1.11,0,0,0,0.0,0.013,0.001
0.12,1.48,1.52,3.54,5.39,10.94,23.23,32.35,5.29,-0.381,12792.2,54.1,0.64,223513.0,75.0,2.36,0,0,0,0.0,0.003,0.001
25.9,89.64,179.74,273.9,42.99,133.24,86.1,99.5,8.44,0.391,17982.1,160.5,0.95,93291.0,0.92,0.73,1,1,1,0.997,1.0,1.0
14.6,35.53,67.45,130.72,20.17,57.4,62.08,75.51,7.22,0.211,19703.2,57.8,2.41,214864.0,45.05,2.08,0,1,1,0.142,0.975,0.982
38.32,74.56,162.47,292.85,32.36,94.93,84.24,99.5,8.27,0.634,21917.0,79.9,3.04,189743.0,0.92,1.87,1,1,1,1.0,1.0,1.0
42.47,115.61,212.54,304.66,43.12,93.16,84.94,99.5,9.34,0.462,23987.1,77.1,4.84,191611.0,0.92,1.66,1,1,1,1.0,1.0,1.0
13.48,34.62,76.13,149.17,11.98,30.75,63.51,75.2,6.7,0.075,11417.5,161.4,6.35,85595.0,45.64,0.57,0,0,0,0.083,0.32,0.362
42.74,111.49,189.12,303.52,49.35,122.16,82.25,99.5,8.36,0.614,21675.2,132.5,3.67,143619.0,0.92,0.94,1,1,1,1.0,1.0,1.0
0.35,1.64,5.51,8.28,13.51,14.67,37.11,43.9,6.41,-0.256,8172.3,150.5,5.27,79688.0,75.0,0.54,0,0,0,0.0,0.02,0.0
12.18,29.6,58.15,100.22,21.31,39.04,46.74,56.58,6.81,-0.041,16136.6,71.3,2.65,209740.0,75.0,2.21,0,0,0,0.005,0.441,0.452
10.03,21.84,40.57,116.84,24.0,44.06,57.49,62.76,6.97,-0.073,12699.3,125.6,0.62,141607.0,68.52,0.65,0,0,0,0.004,0.424,0.359
3.58,4.19,5.26,6.98,2.6,5.56,28.25,32.61,5.7,-0.401,11570.5,117.9,9.5,148992.0,75.0,1.9,0,0,0,0.0,0.003,0.0
0.07,0.14,3.18,15.83,3.46,5.74,38.55,37.81,5.51,-0.376,7632.5,155.8,6.91,109842.0,75.0,0.91,0,0,0,0.0,0.001,0.0
13.79,34.27,67.66,115.27,12.64,47.06,54.11,67.53,6.63,-0.043,11431.3,166.4,6.45,78952.0,59.74,0.1,0,0,0,0.009,0.242,0.255
14.99,26.22,56.07,105.93,14.11,36.47,48.16,57.54,7.01,-0.163,16268.4,36.8,1.69,207850.0,75.0,2.28,0,0,0,0.003,0.31,0.489
8.09,23.21,49.93,107.63,11.86,44.3,54.85,65.43,5.93,-0.016,12098.5,132.7,6.34,119636.0,63.61,0.92,0,0,0,0.005,0.113,0.16
20.55,65.84,145.97,280.92,56.99,98.95,82.63,99.5,8.79,0.397,22601.0,42.5,1.38,214113.0,0.92,2.38,1,1,1,0.999,1.0,1.0
11.99,26.01,61.86,106.05,24.87,57.94,57.21,68.34,6.5,0.147,13333.9,114.6,2.71,131521.0,58.26,0.94,0,1,1,0.012,0.69,0.676
39.74,114.12,218.63,346.1,61.28,109.7,83.38,99.5,8.82,0.496,24769.9,76.7,3.51,169316.0,0.92,1.79,1,1,1,1.0,1.0,1.0
21.08,77.4,185.86,322.64,40.68,117.46,82.13,99.5,9.04,0.386,23392.8,79.5,3.33,177461.0,0.92,1.7,1,1,1,0.999,1.0,1.0
0.05,1.64,2.72,3.33,0.58,5.06,37.22,38.51,6.0,-0.382,10672.6,86.2,1.76,167636.0,75.0,1.42,0,0,0,0.0,0.002,0.001
12.17,20.56,47.86,115.46,29.09,70.32,50.74,59.94,6.27,-0.074,13305.6,125.1,7.57,94232.0,73.71,0.82,0,0,1,0.003,0.469,0.672
5.02,16.74,37.97,88.62,22.92,42.51,47.79,53.49,6.81,-0.238,15078.6,83.4,3.36,190379.0,75.0,1.96,0,0,0,0.001,0.375,0.342
42.89,108.98,184.14,310.86,48.96,120.99,87.05,99.5,8.55,0.579,21683.0,141.2,6.8,143815.0,0.92,0.34,1,1,1,1.0,1.0,1.0
2.36,2.92,7.52,8.88,1.23,4.76,34.77,36.7,5.52,-0.243,11329.8,93.7,5.62,176706.0,75.0,1.68,0,0,0,0.0,0.004,0.001
5.16,15.0,32.74,81.47,22.44,67.32,39.39,49.23,6.57,-0.256,16712.0,44.9,1.59,223063.0,75.0,2.47,0,0,1,0.001,0.171,0.599
0.35,0.72,2.86,4.75,0.05,2.95,33.57,35.77,4.87,-0.349,6911.7,148.6,6.05,100805.0,75.0,0.68,0,0,0,0.0,0.0,0.0
2.54,7.47,7.9,9.81,1.35,2.96,31.88,37.73,5.74,-0.391,10464.8,76.4,3.79,181963.0,75.0,1.8,0,0,0,0.0,0.005,0.001
14.14,30.55,46.16,90.39,28.03,58.38,55.55,59.36,6.25,-0.164,12025.7,97.8,2.15,164049.0,74.77,1.82,0,0,0,0.003,0.346,0.348
1.92,3.21,7.73,9.95,2.67,8.07,27.95,31.34,5.73,-0.415,10574.1,134.4,4.83,118178.0,75.0,0.74,0,0,0,0.0,0.002,0.0
6.17,17.29,46.17,108.05,22.75,57.8,51.61,64.11,6.6,0.066,15314.4,83.2,3.1,167537.0,66.03,1.5,0,1,1,0.007,0.604,0.658
73.58,173.92,335.66,476.84,68.33,188.22,87.72,99.5,10.32,0.816,34000.0,43.2,0.77,253397.0,0.92,2.11,1,1,1,1.0,1.0,1.0
74.82,193.36,368.96,577.06,74.06,189.64,87.47,99.5,10.25,0.817,33339.8,89.2,6.84,150630.0,0.92,1.95,1,1,1,1.0,1.0,1.0
0.01,2.29,2.6,4.48,1.97,2.01,23.95,31.97,5.17,-0.45,6450.1,171.9,1.66,84441.0,75.0,0.8,0,0,0,0.0,0.0,0.0
34.34,94.87,192.17,277.61,30.1,112.28,86.44,99.5,9.44,0.634,23766.5,128.1,1.49,124820.0,0.92,0.62,1,1,1,1.0,1.0,1.0
56.6,179.83,306.48,528.45,65.47,177.69,88.58,99.5,10.19,0.8,29797.2,132.4,7.76,149675.0,0.92,1.28,1,1,1,1.0,1.0,1.0
2.57,4.91,9.59,12.66,5.12,8.54,33.7,38.24,5.7,-0.288,10246.0,126.7,6.06,133096.0,75.0,1.31,0,0,0,0.0,0.003,0.0
6.38,14.64,30.12,62.68,28.23,53.98,40.24,50.2,5.82,-0.093,13668.7,63.9,1.06,197977.0,75.0,2.43,0,0,0,0.0,0.178,0.25
56.93,151.92,298.78,472.17,64.59,153.28,87.1,99.5,9.6,0.788,30065.8,95.7,4.39,161494.0,0.92,1.62,1,1,1,1.0,1.0,1.0
1.1,2.36,11.67,19.15,1.4,10.62,40.72,45.95,6.08,-0.298,9249.0,143.9,8.84,107935.0,75.0,0.8,0,0,0,0.0,0.005,0.001
65.07,165.18,307.87,547.33,79.61,206.68,84.0,99.5,10.37,0.76,34000.0,49.7,1.71,203219.0,0.92,2.51,1,1,1,1.0,1.0,1.0
10.82,27.8,67.62,118.3,14.6,46.71,55.45,66.58,6.54,0.062,15604.4,75.3,6.16,178151.0,61.48,2.01,0,0,1,0.013,0.423,0.723
3.33,6.28,7.76,47.32,0.84,15.15,38.88,43.79,5.97,-0.276,11737.6,75.1,0.5,163146.0,75.0,2.47,0,0,0,0.0,0.005,0.013
7.5,32.49,49.77,115.43,24.81,60.2,48.62,59.88,6.3,-0.183,12758.7,97.6,4.64,148984.0,73.82,1.76,0,0,1,0.002,0.293,0.697
1.8,3.4,3.62,8.94,2.06,5.69,35.14,40.75,5.74,-0.284,6670.7,177.2,9.5,68824.0,75.0,0.39,0,0,0,0.0,0.002,0.0
0.26,0.99,3.66,19.31,3.83,4.15,37.45,40.53,6.16,-0.369,14416.7,44.8,2.29,230757.0,75.0,1.88,0,0,0,0.0,0.01,0.003
17.03,40.8,56.04,111.36,21.74,53.35,52.65,57.47,6.49,0.055,11906.6,110.2,3.45,118056.0,75.0,1.12,0,0,0,0.01,0.213,0.477
13.01,29.56,53.38,88.16,14.17,51.38,49.97,60.33,7.31,-0.128,16307.9,61.0,1.82,204732.0,72.99,1.57,0,0,1,0.012,0.407,0.705
8.13,30.24,57.34,108.07,27.37,48.8,56.96,71.68,5.72,0.041,9495.4,175.7,7.56,77553.0,52.11,0.3,0,0,0,0.005,0.166,0.231
0.25,10.82,13.93,16.47,0.36,7.29,33.4,41.37,6.13,-0.323,14581.4,51.4,2.56,215842.0,75.0,2.41,0,0,0,0.0,0.008,0.002
35.0,74.6,177.81,293.32,64.63,120.12,86.62,99.5,8.42,0.51,22010.3,93.5,4.29,158267.0,0.92,1.53,1,1,1,0.999,1.0,1.0
11.87,22.82,51.01,89.84,16.14,39.24,47.59,58.17,6.17,-0.058,10479.2,142.0,7.63,103426.0,75.0,1.15,0,0,0,0.002,0.249,0.095
27.08,100.87,153.18,272.93,52.02,128.37,87.28,99.5,7.73,0.401,17822.8,137.2,2.29,107296.0,0.92,1.01,1,1,1,0.995,0.999,1.0
38.86,104.3,211.63,352.09,58.83,128.11,82.72,99.5,8.57,0.575,25553.5,96.3,2.98,154894.0,0.92,1.37,1,1,1,1.0,1.0,1.0
1.29,2.91,4.21,8.72,0.89,2.35,30.12,37.08,5.5,-0.339,11562.5,85.2,1.54,180312.0,75.0,1.68,0,0,0,0.0,0.002,0.001
0.91,1.63,4.53,34.29,1.04,1.92,34.47,41.06,6.61,-0.323,13301.2,92.7,2.6,203431.0,75.0,1.69,0,0,0,0.0,0.021,0.003
58.87,181.49,376.24,640.38,74.37,185.4,86.94,99.5,11.22,0.831,34000.0,73.3,3.91,180860.0,0.92,1.87,1,1,1,1.0,1.0,1.0
44.37,92.33,150.6,253.17,63.74,126.61,80.62,99.5,8.82,0.482,22701.4,64.8,2.39,197500.0,0.92,1.99,1,1,1,1.0,1.0,1.0
3.26,3.53,9.35,10.52,0.44,3.79,36.61,42.24,6.11,-0.252,9430.1,105.0,8.61,153176.0,75.0,1.14,0,0,0,0.0,0.008,0.001
30.86,92.53,200.93,285.15,36.71,111.92,85.23,99.5,8.92,0.472,23263.5,73.9,2.85,180965.0,0.92,1.69,1,1,1,0.999,1.0,1.0
2.72,6.72,9.22,25.64,0.47,0.52,32.56,41.22,6.36,-0.272,12242.8,76.7,2.77,204455.0,75.0,2.45,0,0,0,0.0,0.012,0.003
1.01,5.21,7.48,17.59,1.1,3.62,34.28,39.29,5.75,-0.298,8328.7,130.2,4.81,88161.0,75.0,1.38,0,0,0,0.0,0.003,0.0
16.5,32.62,47.85,117.84,22.35,59.27,54.27,64.37,6.32,0.071,9294.9,175.4,4.13,61509.0,65.56,0.1,0,0,0,0.017,0.23,0.407
2.78,3.62,6.42,17.49,0.85,7.4,32.09,41.08,5.95,-0.344,10449.1,122.5,4.16,145242.0,75.0,0.41,0,0,0,0.0,0.002,0.0
72.9,186.91,369.63,545.76,97.28,239.19,84.39,99.5,10.45,0.823,34000.0,46.2,2.55,220194.0,0.92,2.23,1,1,1,1.0,1.0,1.0
41.06,95.6,175.85,263.71,59.82,129.17,81.97,99.5,8.54,0.594,22759.1,46.0,1.7,212536.0,0.92,2.48,1,1,1,1.0,1.0,1.0
12.73,22.79,55.85,87.95,28.46,69.37,47.27,57.49,6.18,0.041,9599.2,173.0,3.58,79064.0,75.0,0.24,0,0,0,0.006,0.112,0.254
0.26,2.51,6.2,25.72,2.83,20.32,34.29,37.75,6.25,-0.383,12983.8,78.1,1.43,199867.0,75.0,2.06,0,0,0,0.0,0.009,0.005
0.52,0.85,4.26,21.59,0.67,1.62,35.24,42.38,5.94,-0.406,13578.8,48.3,1.3,225140.0,75.0,2.2,0,0,0,0.0,0.009,0.002
15.43,36.25,57.35,130.81,12.69,30.97,62.75,71.3,7.15,0.128,12623.5,121.9,4.43,121748.0,52.81,1.08,0,1,0,0.092,0.675,0.433
9.56,32.64,68.5,118.23,13.15,49.55,56.48,66.9,6.89,-0.097,11945.8,125.4,7.08,136328.0,60.9,1.31,0,0,1,0.008,0.388,0.636
1.1,12.09,17.89,19.18,2.61,3.65,37.43,46.87,5.88,-0.257,9706.5,129.0,1.4,119129.0,75.0,0.87,0,0,0,0.0,0.007,0.001
17.5,25.83,47.98,102.93,11.58,36.9,51.72,59.44,7.0,-0.093,13071.3,73.8,2.16,202650.0,74.64,1.73,0,0,0,0.009,0.343,0.271
11.46,27.06,55.88,129.83,20.11,63.34,61.83,71.09,7.63,0.001,17089.7,37.2,1.4,257620.0,53.19,2.54,0,1,1,0.107,0.858,0.983
50.91,137.72,306.81,486.45,77.36,229.45,81.5,99.5,8.6,0.654,23224.0,174.9,0.5,31004.0,0.92,0.36,1,1,1,1.0,1.0,1.0
66.54,156.62,336.53,486.42,88.18,176.16,87.41,99.5,9.34,0.788,31810.1,71.4,1.43,196011.0,0.92,2.42,1,1,1,1.0,1.0,1.0
7.3,16.36,58.41,90.82,20.33,42.08,60.47,66.67,5.5,-0.036,10237.2,133.0,3.03,94335.0,61.33,1.18,0,0,0,0.001,0.121,0.19
9.99,26.38,54.88,122.28,28.24,52.25,64.6,74.16,7.44,0.06,13977.6,137.5,2.84,151673.0,47.55,1.1,0,1,1,0.135,0.864,0.691
0.03,5.64,21.05,27.87,1.22,1.76,33.32,38.98,5.93,-0.399,11593.4,123.5,4.75,124837.0,75.0,1.09,0,0,0,0.0,0.006,0.001
0.77,1.68,22.4,24.86,0.95,4.31,33.96,34.04,5.9,-0.436,12902.0,80.4,2.58,194750.0,75.0,1.99,0,0,0,0.0,0.004,0.001
58.8,157.27,354.88,566.01,105.52,188.96,85.92,99.5,10.13,0.835,34000.0,74.3,1.86,190299.0,0.92,1.71,1,1,1,1.0,1.0,1.0
6.56,30.61,49.48,116.3,18.92,46.12,52.99,61.76,6.4,-0.122,11763.1,121.7,5.2,121959.0,70.37,1.22,0,0,0,0.002,0.17,0.237
1.29,4.54,15.29,18.86,2.4,3.86,37.57,39.2,5.64,-0.32,7101.0,160.6,9.5,73469.0,75.0,0.3,0,0,0,0.0,0.001,0.0
14.33,24.74,53.47,92.65,16.73,53.2,62.32,68.6,5.88,-0.078,9789.3,172.3,9.5,97054.0,57.78,0.72,0,0,0,0.004,0.137,0.246
54.33,165.43,320.06,472.95,79.33,228.87,80.98,99.5,10.43,0.833,34000.0,50.4,0.5,233911.0,0.92,2.24,1,1,1,1.0,1.0,1.0
5.44,6.59,6.82,8.49,3.1,6.84,27.53,33.88,7.32,-0.31,14300.1,57.5,2.61,240214.0,75.0,2.65,0,0,0,0.001,0.034,0.002
0.4,1.64,8.31,14.71,2.82,4.04,35.51,40.05,5.88,-0.45,6223.6,172.0,5.47,74448.0,75.0,1.13,0,0,0,0.0,0.002,0.0
73.99,171.98,331.06,554.88,82.53,199.82,87.64,99.5,8.77,0.805,29163.8,141.8,5.36,114162.0,0.92,1.07,1,1,1,1.0,1.0,1.0
8.45,33.21,75.39,131.76,10.69,30.75,59.75,73.73,6.27,-0.042,14471.4,163.0,4.54,80351.0,48.34,0.56,0,0,0,0.013,0.235,0.246
16.1,39.92,59.76,126.49,22.46,46.56,56.4,63.69,7.93,0.145,17074.7,64.4,2.39,198436.0,66.81,1.67,0,1,1,0.17,0.954,0.818
0.69,3.51,3.94,6.46,0.07,8.2,34.52,41.81,5.88,-0.126,8455.0,120.2,4.53,120132.0,75.0,1.43,0,0,0,0.0,0.002,0.001
34.35,90.28,182.66,341.73,36.03,83.35,86.37,99.5,7.92,0.532,17421.5,136.7,3.36,117262.0,0.92,0.98,1,1,1,0.999,0.999,1.0
27.37,98.53,173.22,316.69,37.1,104.25,83.16,99.5,8.09,0.507,17245.8,133.6,2.52,107822.0,0.92,1.12,1,1,1,0.998,1.0,1.0
6.66,21.68,44.54,102.02,25.61,68.76,51.11,66.99,6.69,0.041,14101.0,94.2,2.54,173610.0,60.73,2.04,0,1,1,0.014,0.671,0.849
0.4,3.8,12.47,14.07,1.76,5.08,24.31,33.81,6.03,-0.45,14562.4,37.2,1.46,237871.0,75.0,2.09,0,0,0,0.0,0.008,0.002
8.54,16.92,39.62,98.86,13.93,37.55,43.08,53.99,6.38,-0.154,10767.8,119.5,5.47,140886.0,75.0,0.89,0,0,0,0.001,0.048,0.039
1.48,2.75,3.02,9.13,16.75,17.8,31.12,38.35,6.14,-0.356,13261.9,71.7,3.61,219087.0,75.0,1.78,0,0,0,0.0,0.012,0.003
0.37,0.84,2.1,12.36,6.68,9.96,33.61,39.57,6.01,-0.239,9667.3,100.3,2.62,159090.0,75.0,1.69,0,0,0,0.0,0.006,0.001
10.33,24.95,40.68,70.81,25.94,55.65,44.98,54.44,5.57,0.041,8735.5,173.8,6.97,82732.0,75.0,0.55,0,0,0,0.001,0.066,0.109
0.04,0.88,2.65,21.0,1.14,6.59,37.39,44.13,6.42,-0.138,12266.6,92.9,4.86,199340.0,75.0,1.28,0,0,0,0.0,0.011,0.002
70.35,142.34,339.52,504.92,73.78,218.52,83.33,99.5,9.77,0.889,29051.5,156.8,8.78,111474.0,0.92,0.86,1,1,1,1.0,1.0,1.0
0.25,1.53,9.54,21.71,0.72,4.33,38.74,45.59,5.64,-0.27,12340.5,62.3,2.12,222491.0,75.0,1.62,0,0,0,0.0,0.004,0.003
15.56,30.43,62.58,141.98,29.29,59.56,66.85,75.91,7.09,0.069,10874.1,132.5,4.11,116392.0,44.33,0.73,0,1,1,0.077,0.802,0.753
0.12,3.14,4.39,17.67,0.87,5.31,39.66,46.7,4.7,-0.288,6133.3,176.7,6.79,71445.0,75.0,0.31,0,0,0,0.0,0.001,0.0
9.78,33.78,52.88,86.3,25.62,52.66,46.26,52.83,7.07,-0.06,13893.7,49.8,0.71,200496.0,75.0,1.99,0,0,0,0.004,0.422,0.405
0.75,7.54,11.11,24.06,0.04,3.93,35.38,39.52,7.05,-0.27,17738.5,36.2,1.14,244036.0,75.0,2.62,0,0,0,0.0,0.103,0.01
10.05,25.87,65.11,121.3,29.74,68.64,55.01,65.18,7.35,0.004,16130.7,97.9,4.74,166673.0,64.06,1.56,0,1,1,0.016,0.859,0.933
38.21,96.76,171.51,255.74,30.65,73.22,80.1,99.5,8.9,0.46,25382.6,48.4,2.25,222234.0,0.92,2.71,1,1,1,0.999,1.0,1.0
83.35,172.75,345.8,569.01,88.58,214.92,85.21,99.5,9.67,1.134,30163.7,143.5,4.32,123189.0,0.92,0.75,1,1,1,1.0,1.0,1.0
8.93,32.0,74.58,136.8,27.28,44.08,59.34,71.79,6.24,0.042,9664.7,167.6,6.52,60752.0,51.9,0.44,0,0,0,0.015,0.451,0.286
0.13,2.17,9.67,14.22,1.59,1.62,37.54,41.63,5.33,-0.319,10656.0,97.9,1.97,187003.0,75.0,1.84,0,0,0,0.0,0.002,0.001
5.18,8.82,10.61,59.52,0.19,2.38,49.75,54.52,7.04,-0.105,15533.1,72.5,3.46,206511.0,75.0,1.81,0,0,0,0.001,0.275,0.027
21.47,69.87,133.03,238.36,63.16,126.65,83.93,99.5,8.27,0.31,20789.0,98.0,3.29,161354.0,0.92,1.92,1,1,1,0.995,1.0,1.0
0.47,3.03,7.63,57.08,1.58,6.47,43.46,50.65,4.98,-0.315,9431.0,139.9,4.2,109889.0,75.0,1.04,0,0,0,0.0,0.003,0.002
9.97,20.88,48.77,99.71,18.41,54.27,47.76,54.22,7.84,-0.161,17394.4,36.3,1.03,243634.0,75.0,1.65,0,1,1,0.007,0.571,0.854
61.24,188.49,386.93,600.21,87.92,200.53,82.54,99.5,10.5,0.677,34000.0,120.5,4.08,158248.0,0.92,1.5,1,1,1,1.0,1.0,1.0
28.89,103.3,155.74,268.55,35.3,115.24,84.6,99.5,8.41,0.444,19928.2,123.9,3.34,132811.0,0.92,1.37,1,1,1,0.998,1.0,1.0
24.86,95.25,167.72,321.09,64.53,146.94,80.71,99.5,8.29,0.232,21848.3,127.5,5.97,129203.0,0.92,1.34,1,1,1,0.997,1.0,1.0
35.58,76.58,182.56,324.71,40.08,105.85,87.19,99.5,9.14,0.463,24791.8,70.1,1.95,196160.0,0.92,1.3,1,1,1,1.0,1.0,1.0
5.88,25.08,43.84,106.42,23.43,48.17,59.28,64.79,6.62,-0.242,11070.1,138.5,8.82,140485.0,64.79,0.69,0,0,0,0.003,0.188,0.49
43.72,109.88,189.68,343.16,59.95,138.03,84.82,99.5,8.39,0.562,24515.8,48.3,2.96,216565.0,0.92,2.01,1,1,1,1.0,1.0,1.0
6.99,23.44,64.37,124.82,20.91,64.57,48.64,59.43,7.39,-0.135,17213.7,63.9,1.21,202884.0,74.65,1.71,0,1,1,0.004,0.733,0.904
45.66,116.38,306.74,452.13,76.63,230.55,85.23,99.5,8.9,0.696,26907.6,162.2,5.88,107272.0,0.92,1.08,1,1,1,1.0,1.0,1.0
1.41,4.02,8.3,12.89,1.51,4.99,32.3,41.75,4.96,-0.298,8185.6,142.1,3.31,111667.0,75.0,0.84,0,0,0,0.0,0.001,0.0
8.97,30.5,55.15,88.72,14.03,41.28,45.45,54.75,7.16,-0.199,20188.2,37.0,1.08,252664.0,75.0,2.33,0,0,1,0.003,0.426,0.715
2.86,4.21,4.58,7.21,1.57,2.26,31.75,38.58,6.74,-0.364,11373.0,71.0,5.05,181113.0,75.0,2.02,0,0,0,0.0,0.018,0.001
0.08,3.22,9.35,32.17,3.71,5.38,36.41,44.37,6.25,-0.198,10939.2,66.1,1.95,197614.0,75.0,2.1,0,0,0,0.0,0.007,0.003
14.55,32.47,48.17,98.25,11.06,28.56,52.6,61.24,7.53,-0.115,19540.7,74.3,3.08,213146.0,71.32,0.81,0,1,0,0.01,0.759,0.365
5.73,30.06,70.39,122.35,14.96,32.13,58.33,67.34,8.02,0.106,17503.6,70.9,3.17,184780.0,60.09,1.66,0,1,1,0.237,0.886,0.598
10.61,28.81,67.72,100.3,18.36,62.66,54.89,64.53,6.97,-0.006,17818.8,44.1,0.75,224851.0,65.26,1.82,0,1,1,0.01,0.728,0.924
6.57,21.37,44.63,81.33,26.78,62.69,54.31,61.24,6.21,-0.211,13451.7,101.5,1.99,161995.0,71.31,1.54,0,0,0,0.0,0.246,0.474
10.35,24.62,64.46,99.0,12.94,55.13,58.25,67.38,5.71,-0.101,9102.3,141.2,1.88,95667.0,60.01,0.77,0,0,0,0.001,0.097,0.238
2.04,5.77,9.68,13.83,5.46,7.83,32.08,39.19,6.31,-0.27,9048.0,123.0,2.34,126222.0,75.0,1.12,0,0,0,0.0,0.012,0.0
8.65,22.86,38.37,81.13,13.76,32.83,48.89,57.84,6.44,-0.056,10322.7,132.6,0.5,122610.0,75.0,0.35,0,0,0,0.002,0.093,0.03
20.8,64.88,121.09,204.7,34.81,85.94,78.88,93.04,8.07,0.334,21468.5,46.8,2.1,224580.0,12.81,2.11,1,1,1,0.981,0.999,1.0
0.65,2.84,4.39,6.22,5.64,8.17,27.08,32.98,5.24,-0.393,9515.5,173.0,9.5,91646.0,75.0,0.74,0,0,0,0.0,0.0,0.0
14.64,34.45,58.0,115.99,22.04,47.6,57.82,66.53,6.71,0.009,12675.1,156.6,5.9,115224.0,61.58,1.06,0,0,0,0.025,0.474,0.445
13.72,35.16,61.09,91.83,16.99,35.49,45.02,59.23,6.12,-0.115,13377.1,151.7,1.44,85073.0,75.0,0.92,0,0,0,0.002,0.127,0.161
23.89,73.53,135.99,290.78,52.85,121.36,84.66,99.5,7.42,0.416,14665.6,154.3,3.62,96470.0,0.92,0.27,1,1,1,0.984,0.997,1.0
5.13,14.89,53.54,103.03,10.91,50.68,46.51,53.8,5.37,-0.054,8634.6,170.2,4.55,85822.0,75.0,0.82,0,0,0,0.0,0.01,0.07
0.43,1.65,16.31,16.5,2.56,12.96,34.61,38.96,6.17,-0.357,13299.3,113.9,1.9,166045.0,75.0,1.46,0,0,0,0.0,0.014,0.002
21.6,91.24,166.21,316.45,40.79,134.84,87.35,99.5,9.2,0.383,23912.1,64.0,3.23,213928.0,0.92,1.92,1,1,1,0.999,1.0,1.0
36.18,96.26,194.61,309.54,39.05,93.51,84.22,99.5,9.37,0.59,22512.7,124.4,6.17,135043.0,0.92,0.49,1,1,1,1.0,1.0,1.0
28.27,87.96,188.26,308.23,44.12,127.78,86.65,99.5,7.78,0.387,20745.8,142.7,2.03,118737.0,0.92,1.12,1,1,1,0.993,0.999,1.0
8.77,28.48,46.65,82.32,22.88,40.36,46.65,53.09,6.47,-0.12,11853.1,142.0,6.82,119709.0,75.0,0.67,0,0,0,0.001,0.114,0.029
23.88,83.85,160.14,285.05,64.19,138.95,85.24,99.5,8.63,0.449,20457.9,110.6,6.91,133352.0,0.92,1.4,1,1,1,0.998,1.0,1.0
12.68,27.14,61.07,91.72,21.15,38.21,45.42,57.52,7.14,-0.136,17958.6,44.9,3.11,228980.0,75.0,2.25,0,1,1,0.008,0.665,0.662
25.5,83.03,173.11,283.89,44.66,112.06,87.3,99.5,8.46,0.297,22681.0,88.8,7.69,195314.0,0.92,2.06,1,1,1,0.998,1.0,1.0
38.98,74.68,151.51,232.65,41.17,109.76,84.82,99.5,7.92,0.517,19129.0,168.5,3.16,74676.0,0.92,0.43,1,1,1,0.999,0.999,1.0
22.0,76.41,181.88,316.71,57.38,129.3,83.94,99.5,7.76,0.434,21387.0,119.7,9.5,138248.0,0.92,1.16,1,1,1,0.995,1.0,1.0
16.65,27.15,55.64,115.49,27.47,51.71,56.64,70.03,7.01,-0.051,12943.1,113.1,3.24,140692.0,55.14,1.73,0,1,0,0.046,0.664,0.406
20.03,94.0,145.56,237.75,44.77,112.07,78.46,99.5,7.89,0.365,19350.9,74.0,1.8,156512.0,0.92,1.62,1,1,1,0.994,0.999,1.0
2.16,3.64,6.81,9.49,1.68,3.18,40.59,42.16,5.39,-0.325,11981.3,88.4,3.62,174199.0,75.0,1.85,0,0,0,0.0,0.002,0.001
0.12,7.44,7.78,21.38,4.78,5.47,31.34,35.97,5.37,-0.4,7262.6,164.8,4.04,86737.0,75.0,0.46,0,0,0,0.0,0.001,0.0
8.08,23.34,47.17,115.12,16.76,61.34,52.9,65.49,6.15,-0.033,8967.5,131.6,5.55,114348.0,63.49,0.69,0,0,1,0.003,0.137,0.571
16.16,39.39,56.3,95.11,13.39,48.55,51.45,64.24,6.53,-0.122,10259.0,149.2,1.68,83675.0,65.8,0.74,0,0,0,0.006,0.142,0.17
0.01,4.12,7.29,17.31,1.54,4.22,24.03,29.09,6.1,-0.346,8974.8,100.9,3.1,145735.0,75.0,1.64,0,0,0,0.0,0.002,0.0
7.57,20.39,50.02,113.91,15.44,54.62,55.17,62.53,6.61,-0.158,13096.0,126.4,7.35,139800.0,68.94,1.47,0,0,1,0.003,0.209,0.69
2.0,2.8,6.08,11.23,0.42,6.16,31.91,35.68,6.1,-0.337,13829.8,71.0,2.41,224369.0,75.0,2.3,0,0,0,0.0,0.006,0.004
17.89,35.51,77.92,140.03,21.31,50.72,65.13,74.62,6.73,0.174,13614.6,137.3,5.16,135986.0,46.7,0.82,0,1,1,0.166,0.575,0.844
25.89,64.26,140.8,265.71,47.83,126.09,82.36,99.5,8.17,0.522,19975.0,97.0,4.22,143432.0,0.92,1.19,1,1,1,0.998,1.0,1.0
24.8,73.97,148.9,243.83,61.73,139.21,84.13,99.5,8.1,0.391,20705.5,99.2,5.56,173816.0,0.92,1.36,1,1,1,0.996,1.0,1.0
6.19,26.31,57.75,113.94,29.8,63.34,55.88,65.36,6.25,-0.194,11671.1,129.2,0.67,115070.0,63.73,0.67,0,0,1,0.002,0.314,0.596
